customer_id,lat,lon,avg_monthly_sales,avg_monthly_invoices,true_district,sales_m1,invoices_m1,sales_m2,invoices_m2,sales_m3,invoices_m3,sales_m4,invoices_m4
C1034,24.69131513241598,46.66429085857631,3683.7307869952806,3,Olaya,3865.0,3,4557.0,2,3277.0,2,4678.0,3
C1035,24.68623684486462,46.677179508722396,5183.033633172305,4,Olaya,5167.0,5,6515.0,4,5470.0,5,3894.0,4
C1036,24.677460815717172,46.689148149871926,1639.9466999078195,2,Olaya,1477.0,2,1515.0,3,1429.0,3,1310.0,3
C1037,24.693111917489723,46.692194088237066,21200.93905973089,1,Olaya,27920.0,0,22149.0,0,19560.0,2,22285.0,0
C1038,24.6821498698494,46.68554219204451,14520.48033471184,3,Olaya,14223.0,3,16674.0,2,15826.0,2,11593.0,3
C1039,24.687536262874758,46.68778790129076,5638.602344011712,5,Olaya,5503.0,6,5436.0,4,5904.0,4,7263.0,5
C1040,24.690669726556905,46.6630804578963,6065.46003213319,4,Olaya,7087.0,5,5098.0,3,6200.0,4,4751.0,4
C1041,24.68185514018141,46.693278929699694,27070.08238316803,0,Olaya,27202.0,1,23561.0,1,26907.0,0,21939.0,0
C1042,24.67595338163636,46.68427077435001,3860.5519527977003,7,Olaya,3756.0,8,3927.0,6,4437.0,7,3577.0,7
C1043,24.68533425526317,46.68059110645716,1572.1946391420552,3,Olaya,1799.0,3,1416.0,3,1894.0,4,1824.0,3
C1044,24.669202410059807,46.6748063090404,5116.714816900239,6,Olaya,4344.0,6,4209.0,6,4832.0,7,5728.0,6
C1045,24.66721126513192,46.70252025995021,7175.4562314787145,2,Olaya,7997.0,2,7035.0,1,6396.0,2,7788.0,3
C1046,24.720443154841583,46.68271909506971,15835.769515657805,4,Olaya,18313.0,3,18278.0,5,13373.0,5,16556.0,3
C1047,24.694046853790184,46.671428637975204,2977.151300473303,2,Olaya,3280.0,1,3326.0,2,3746.0,3,3550.0,2
C1048,24.686344947569822,46.671650433398085,1585.0619042938858,6,Olaya,1548.0,5,1556.0,5,1373.0,6,1166.0,5
C1049,24.680641927630244,46.69002452591714,3707.7243874415,4,Olaya,3714.0,5,4818.0,5,2975.0,5,3865.0,5
C1050,24.688775169081733,46.68567541720371,9573.655276648318,5,Olaya,7155.0,4,8601.0,6,9952.0,6,11599.0,4
C1051,24.703268219503954,46.665182189673246,1862.3073928834483,5,Olaya,1832.0,4,1870.0,4,2154.0,5,1575.0,4
C1052,24.680933824428376,46.69062614127115,2044.4659035233474,6,Olaya,2139.0,6,1660.0,6,1667.0,7,2144.0,5
C1053,24.712898604470432,46.67149395431756,1279.2513655185608,3,Olaya,1448.0,4,1447.0,4,1255.0,4,1511.0,2
C1054,24.699844538514455,46.67250289791305,1462.1326657349246,3,Olaya,1497.0,2,1457.0,4,1149.0,2,1733.0,3
C1055,24.67706491270948,46.681289594246195,1332.7192988387178,3,Olaya,1259.0,4,1019.0,2,1194.0,2,1309.0,3
C1056,24.67955793155755,46.66038050722535,3245.6620518790564,3,Olaya,2850.0,3,2895.0,3,4032.0,2,4137.0,3
C1057,24.70548674445364,46.70926753490658,3985.463033055933,1,Olaya,3970.0,0,5112.0,0,4084.0,1,4289.0,0
C1058,24.681090794211045,46.68423754802502,1930.1566705945274,1,Olaya,1974.0,2,2167.0,1,1855.0,2,2237.0,1
C1059,24.681272946632973,46.67267652572327,3678.2015282022553,4,Olaya,4350.0,3,3794.0,5,3716.0,3,3109.0,4
C1060,24.68260226849377,46.68117340308017,845.3758975992333,2,Olaya,849.0,3,967.0,2,881.0,1,754.0,1
C1061,24.685516756078705,46.67230498690806,3584.017669601271,2,Olaya,3328.0,3,2785.0,1,3528.0,2,3193.0,3
C1062,24.692827078908135,46.68686184561521,3970.9066950086262,4,Olaya,3919.0,5,3541.0,3,3266.0,5,5006.0,5
C1063,24.694599751109195,46.676502622714295,3613.499431364568,2,Olaya,3364.0,3,2954.0,3,2976.0,1,2388.0,1
C1064,24.6964546453786,46.700203122895914,9974.002077865876,2,Olaya,9655.0,2,8893.0,1,12959.0,3,7315.0,1
C1065,24.694526488837287,46.66560176681997,1576.318802551854,6,Olaya,1064.0,5,1510.0,5,1396.0,6,1764.0,7
C1066,24.674869552390927,46.67597204503564,6249.687103831139,3,Olaya,4789.0,3,6835.0,4,7364.0,2,6397.0,2
C1067,24.69877491586194,46.69259389678096,10475.103449469703,6,Olaya,8647.0,7,12200.0,6,9351.0,5,5962.0,6
C1068,24.693700915517006,46.662930103270064,3320.62660391024,4,Olaya,3560.0,4,3853.0,3,3964.0,5,3135.0,5
C1069,24.689821488340197,46.6948384010431,488.6593934540935,0,Olaya,484.0,1,691.0,1,539.0,0,468.0,1
C1070,24.698185543502813,46.70710949269113,11026.277242635926,4,Olaya,11298.0,4,10377.0,3,10677.0,3,13001.0,3
C1071,24.68808879233122,46.68437079103872,5212.339920969697,4,Olaya,6126.0,4,5273.0,3,6773.0,3,3765.0,5
C1072,24.699438068689155,46.69858838490072,1329.3488481952304,4,Olaya,1127.0,4,1449.0,5,1144.0,3,1229.0,3
C1073,24.68429465140265,46.698376199878176,3670.3121901190984,1,Olaya,4303.0,2,3271.0,2,3541.0,1,4250.0,2
C1074,24.679750374627794,46.68766062173777,2535.4699497547936,4,Olaya,2687.0,5,2464.0,4,2211.0,5,2824.0,5
C1075,24.69256552141671,46.69690582677931,2681.0334462774067,4,Olaya,2404.0,5,2883.0,5,2370.0,4,2327.0,5
C1076,24.69262625648482,46.70493496260968,4025.6922192524066,2,Olaya,4926.0,3,3554.0,3,3807.0,1,3866.0,3
C1077,24.67024522630201,46.6663225163108,7572.991353335602,1,Olaya,5991.0,0,8212.0,1,6491.0,0,5957.0,0
C1078,24.692550704212056,46.693048831428236,3401.860480286759,8,Olaya,2842.0,7,4071.0,8,3236.0,7,4088.0,8
C1079,24.67085236586178,46.67151632405887,3286.2888526101165,5,Olaya,3194.0,6,2787.0,4,4059.0,5,3088.0,5
C1080,24.68560303987083,46.70075526606189,6603.402982239242,5,Olaya,7018.0,5,4451.0,6,4890.0,5,7847.0,5
C1081,24.68137264417529,46.693290227315465,3807.443060978242,1,Olaya,3709.0,2,3908.0,2,3094.0,2,4262.0,1
C1082,24.6859044987827,46.66302373659757,5968.790873127337,1,Olaya,4094.0,1,5127.0,2,5120.0,1,5212.0,0
C1083,24.68590110893694,46.654976227555544,11772.925226465177,4,Olaya,11283.0,4,12240.0,3,10952.0,4,11554.0,5
C1084,24.679273357795445,46.66931024174834,2976.490751703108,0,Olaya,2947.0,0,2819.0,0,3424.0,1,3266.0,0
C1085,24.6941097059201,46.665365363507284,5641.4263431472455,1,Olaya,7785.0,0,5975.0,1,6246.0,1,6021.0,2
C1086,24.68352266381122,46.67703787123575,1157.2420235586287,2,Olaya,1396.0,1,1368.0,1,1239.0,3,1418.0,2
C1087,24.68188223851104,46.703755760246814,4251.801083274859,6,Olaya,4340.0,7,4827.0,5,4380.0,6,4957.0,5
C1088,24.7173666776394,46.684095277636494,3674.1296298520406,4,Olaya,3089.0,4,3528.0,4,4985.0,3,3859.0,4
C1089,24.708648212023306,46.67618895412469,4751.410099784633,2,Olaya,5005.0,3,3988.0,3,3952.0,3,5244.0,3
C1090,24.681958299654195,46.67812095944164,7561.55169321058,3,Olaya,6274.0,4,4866.0,2,6262.0,3,6802.0,3
C1091,24.69647482240047,46.67303818542444,844.2674799406152,5,Olaya,872.0,5,582.0,4,841.0,4,774.0,5
C1092,24.671600020913427,46.67517074086374,2131.3111235646115,6,Olaya,2253.0,7,1907.0,6,2196.0,7,2325.0,5
C1093,24.69428204734023,46.686374380081105,7371.111495543137,5,Olaya,6952.0,4,7571.0,5,7109.0,5,7756.0,6
C1094,24.688024370978358,46.68162888563586,5250.283619709966,3,Olaya,5458.0,2,4787.0,3,4591.0,3,4421.0,3
C1095,24.686624552475354,46.68383421963196,2503.3029809271547,2,Olaya,2387.0,3,2311.0,3,2015.0,3,2483.0,3
C1096,24.681305498179334,46.68449949707364,9730.99410172859,3,Olaya,8932.0,4,7529.0,2,9328.0,2,8632.0,2
C1097,24.684187715452886,46.684615183317916,2032.571803384082,4,Olaya,2500.0,3,1556.0,3,1818.0,4,1875.0,4
C1098,24.687770880168557,46.66193840696709,3068.5823742604603,2,Olaya,3340.0,1,2314.0,3,2848.0,2,3657.0,1
C1099,24.697574596451428,46.67747392324427,1745.159576001503,2,Olaya,1670.0,3,1925.0,2,1464.0,2,1511.0,2
C1100,24.703910964636574,46.67876862792698,9419.332181259188,0,Olaya,8372.0,0,6735.0,1,11298.0,0,8556.0,0
C1101,24.699205783587598,46.678484785120745,4155.320202824604,2,Olaya,4275.0,2,4613.0,3,4434.0,2,4513.0,2
C1102,24.66910417098475,46.68136465642936,4502.141114089553,1,Olaya,4891.0,2,3937.0,1,5744.0,1,4568.0,0
C1103,24.676786635672904,46.69628271934952,23788.935707454042,3,Olaya,26847.0,4,25888.0,4,21957.0,2,24462.0,4
C1104,24.688666771704554,46.6909826987082,8064.2894700507695,3,Olaya,9844.0,3,8415.0,3,8133.0,2,6402.0,4
C1105,24.676300875865735,46.6847255233947,8970.719984385272,3,Olaya,9605.0,4,10044.0,3,8637.0,4,8972.0,4
C1106,24.67727844217256,46.69975019651084,28289.81445239068,3,Olaya,23668.0,3,33491.0,2,28372.0,2,26877.0,4
C1107,24.674169845085792,46.69871882976706,4276.196408590182,6,Olaya,5572.0,5,3804.0,6,4112.0,7,3791.0,6
C1108,24.683739897891577,46.65725950928902,9136.373990937282,1,Olaya,10728.0,1,7869.0,0,8910.0,1,8428.0,0
C1109,24.68451471929428,46.675815057150345,3824.412365039169,6,Olaya,4304.0,5,3595.0,6,2700.0,7,3677.0,7
C1110,24.67439718762738,46.68033647023227,9366.00519781433,3,Olaya,11242.0,4,8333.0,4,8984.0,2,10551.0,2
C1111,24.694260432902,46.68458558710818,2896.2743166548726,4,Olaya,2265.0,3,3194.0,4,3194.0,3,3701.0,4
C1112,24.692565925622127,46.69650622676565,11631.332176925276,5,Olaya,11016.0,6,11480.0,6,8253.0,5,11871.0,4
C1113,24.67837360508986,46.69363606784033,8365.687250510855,2,Olaya,7751.0,2,8402.0,1,7930.0,3,10207.0,1
C1114,24.689065544765555,46.6983549255887,729.5312471602651,6,Olaya,860.0,7,777.0,7,792.0,5,745.0,7
C1115,24.689679506942422,46.69145870578198,10081.131516082334,2,Olaya,8343.0,1,9401.0,2,11981.0,3,7954.0,2
C1116,24.696882755374293,46.69875910608964,3384.131016488709,0,Olaya,3230.0,0,3947.0,0,3341.0,0,3429.0,0
C1117,24.690993229523905,46.67329469327513,10121.375454204699,4,Olaya,12418.0,5,7372.0,4,10808.0,4,12056.0,3
C1118,24.684951823118432,46.711271562628966,5983.924897317128,5,Olaya,6571.0,5,6205.0,5,7546.0,5,7231.0,5
C1119,24.686565540547505,46.66148980737537,3713.216960962253,1,Olaya,3510.0,2,3997.0,2,4430.0,0,3256.0,2
C1120,24.681414999285934,46.68214905065681,5531.077252248866,1,Olaya,7082.0,2,4908.0,2,5158.0,2,7355.0,2
C1121,24.678397804681328,46.7056814793968,1909.756959869087,4,Olaya,1538.0,4,1716.0,5,1737.0,5,1715.0,3
C1122,24.711074881503794,46.687531182547836,4912.249001927041,3,Olaya,5252.0,3,5581.0,4,5657.0,4,4416.0,2
C1123,24.66620500196235,46.68114420831799,9001.849282469273,5,Olaya,8718.0,4,8585.0,5,9299.0,4,8365.0,5
C1124,24.67669189072182,46.67364656592974,3217.0425468532185,5,Olaya,3467.0,6,2299.0,5,2957.0,5,3911.0,5
C1125,24.67140306212085,46.67591312835017,746.6353237525392,1,Olaya,718.0,0,597.0,0,721.0,2,794.0,0
C1126,24.712419898651216,46.70024894419273,1770.6325412099693,3,Olaya,1555.0,4,2038.0,4,1854.0,3,2014.0,2
C1127,24.70764881939162,46.65373027069061,1834.5492085743804,5,Olaya,1896.0,5,1595.0,6,1780.0,4,1253.0,5
C1128,24.664327485964353,46.68499786131908,2510.7391494513386,2,Olaya,2027.0,2,3003.0,3,2415.0,2,2505.0,3
C1129,24.694188675223813,46.67615677032417,22740.727695486825,4,Olaya,24572.0,5,27399.0,3,21937.0,4,22496.0,4
C1130,24.692652721714953,46.68229526116633,2884.320352016557,2,Olaya,2754.0,3,2799.0,1,2243.0,1,3193.0,3
C1131,24.68470618185588,46.669371911071224,4274.096869669381,1,Olaya,4866.0,2,4622.0,2,5379.0,2,4008.0,2
C1132,24.70250178663266,46.68975702352205,6659.370475231677,5,Olaya,6232.0,5,5840.0,6,7869.0,5,7852.0,6
C1133,24.69040893675222,46.675266894922494,3006.9547563552137,6,Olaya,2714.0,7,2827.0,7,3685.0,7,2724.0,5
C1134,24.665897745920404,46.684481704942556,10376.785043623724,5,Olaya,11009.0,5,9297.0,4,10168.0,6,8336.0,6
C1135,24.702672750734322,46.71688563463059,12547.272899014382,2,Olaya,14862.0,1,13651.0,1,12780.0,3,9633.0,2
C1136,24.677295366327392,46.685681838085365,2084.3889389407277,3,Olaya,1450.0,4,1685.0,3,2263.0,3,2479.0,3
C1137,24.64978740006412,46.728416743884374,3899.3208983694603,6,Al Malaz,3975.0,7,3823.0,7,4375.0,5,4352.0,7
C1138,24.660547764501878,46.71679935806622,3300.3573148230253,4,Al Malaz,3612.0,3,3324.0,3,2401.0,3,2946.0,3
C1139,24.679412587898145,46.70155417125496,3393.977980134102,4,Al Malaz,2687.0,4,3655.0,4,3573.0,5,3959.0,4
C1140,24.659014591140817,46.70558974242502,3952.395372986824,6,Al Malaz,3445.0,5,2700.0,5,3364.0,7,3879.0,7
C1141,24.676677215265737,46.728106127423054,3868.779911389075,8,Al Malaz,4244.0,8,2835.0,9,3827.0,9,3825.0,7
C1142,24.659754072846514,46.74154989126321,9818.476743301591,0,Al Malaz,8635.0,0,8524.0,0,8848.0,0,7797.0,1
C1143,24.650031849755806,46.735230634460684,3648.0118501815277,1,Al Malaz,3310.0,2,3524.0,2,4573.0,0,3381.0,2
C1144,24.65961150051286,46.710534391835736,2233.487726470459,2,Al Malaz,2805.0,2,2278.0,1,2412.0,1,2283.0,3
C1145,24.64175790682109,46.738497218158386,12189.130601047678,5,Al Malaz,10511.0,4,12529.0,5,12137.0,4,12629.0,6
C1146,24.674224846178724,46.747704978613136,7548.545931497814,1,Al Malaz,6598.0,2,9813.0,0,9115.0,2,6982.0,0
C1147,24.65540248481991,46.741846391113725,3333.6691467262017,6,Al Malaz,2199.0,5,3656.0,5,3298.0,7,3836.0,6
C1148,24.651892926591987,46.72406447131548,2023.611942293865,3,Al Malaz,1699.0,2,2199.0,2,1805.0,4,2460.0,4
C1149,24.65458274872683,46.71397145597872,5378.376273455555,4,Al Malaz,4408.0,4,4981.0,4,5229.0,4,4783.0,5
C1150,24.669249227725498,46.72175993061447,5793.549629501829,5,Al Malaz,7272.0,6,6463.0,5,5478.0,6,6170.0,5
C1151,24.670727886798485,46.74647120333239,5784.4085051999555,3,Al Malaz,6834.0,2,6373.0,4,5825.0,2,4544.0,4
C1152,24.665021165465024,46.743782187448346,14964.21297453757,5,Al Malaz,12190.0,6,16440.0,5,16835.0,6,15963.0,5
C1153,24.667028782938768,46.752298498648905,9921.65534278615,3,Al Malaz,12821.0,4,9740.0,4,9746.0,4,8600.0,4
C1154,24.653631075946517,46.729575832131346,16114.198384941768,6,Al Malaz,17975.0,5,17588.0,7,15956.0,6,15863.0,7
C1155,24.652762449088222,46.7380913049073,5145.915009054453,2,Al Malaz,5017.0,2,6308.0,2,5921.0,3,5310.0,2
C1156,24.663447219430843,46.73335004643702,1436.3389053820817,2,Al Malaz,1610.0,2,1263.0,3,1498.0,2,1396.0,1
C1157,24.640571403410284,46.74148317376643,38631.506788426086,1,Al Malaz,40866.0,0,26126.0,2,44084.0,0,44757.0,2
C1158,24.648179809361174,46.74737674420326,1656.297685266246,4,Al Malaz,1471.0,4,1856.0,4,1689.0,4,1481.0,3
C1159,24.644527543032474,46.73079924868742,2519.5716306174577,7,Al Malaz,1868.0,7,2791.0,8,2031.0,8,2367.0,8
C1160,24.642029642409213,46.72116523953417,9228.844328319045,1,Al Malaz,8001.0,1,8894.0,1,7687.0,1,9730.0,2
C1161,24.65593912608575,46.714969466698655,1550.678772979487,3,Al Malaz,1552.0,4,1445.0,3,1168.0,3,1554.0,3
C1162,24.6669272012703,46.72163811291315,7315.663120374982,6,Al Malaz,6940.0,5,10308.0,6,8555.0,5,7638.0,7
C1163,24.633710608064952,46.76397317749233,1804.9549918204898,4,Al Malaz,1610.0,4,1676.0,5,1916.0,4,1763.0,3
C1164,24.651417201878694,46.69720496573531,42749.761994659326,5,Al Malaz,48970.0,6,34898.0,6,39727.0,5,38068.0,5
C1165,24.657872246317638,46.70136400152103,1139.5515519084279,7,Al Malaz,962.0,6,1056.0,6,972.0,6,1258.0,8
C1166,24.650643442263718,46.72562033868677,9211.237159643504,3,Al Malaz,10437.0,3,9881.0,4,9705.0,3,9384.0,4
C1167,24.65097483733079,46.73293643344687,2169.2623951672294,1,Al Malaz,2017.0,2,1967.0,0,2126.0,2,2468.0,1
C1168,24.68834922564741,46.73627956816897,2507.3097001430133,4,Al Malaz,2551.0,5,2357.0,3,2627.0,3,3010.0,5
C1169,24.667287312712503,46.72246658271929,3217.969152262712,3,Al Malaz,2689.0,3,3357.0,3,2814.0,4,3078.0,4
C1170,24.648508428607364,46.731316047464176,6390.65115986817,6,Al Malaz,6391.0,7,5968.0,6,5336.0,7,5754.0,5
C1171,24.641830707162704,46.74949165467766,2630.761520967684,6,Al Malaz,2330.0,6,2675.0,7,3245.0,5,2478.0,7
C1172,24.642200562749505,46.72114057822533,6466.362545287117,2,Al Malaz,4805.0,1,6411.0,2,5550.0,1,5908.0,2
C1173,24.651411221313975,46.73337132109539,960.0119029134818,2,Al Malaz,958.0,2,806.0,3,957.0,3,691.0,3
C1174,24.66636810208802,46.72919697885443,1928.2359219672387,2,Al Malaz,1916.0,2,1944.0,3,2312.0,2,2402.0,1
C1175,24.667828134653,46.72249346594384,2152.3547555496093,3,Al Malaz,2419.0,4,1775.0,2,1565.0,3,2297.0,3
C1176,24.65958323674723,46.727763428378566,2240.9265632472416,3,Al Malaz,2338.0,2,2547.0,4,2474.0,2,3015.0,2
C1177,24.65487427865087,46.7396684991853,3231.820203536393,4,Al Malaz,2751.0,5,2775.0,4,3265.0,3,2996.0,4
C1178,24.67787563142296,46.72676966216921,7892.976926088374,0,Al Malaz,7186.0,1,7593.0,0,7724.0,0,8632.0,0
C1179,24.680375330620944,46.73547465851022,8202.300548287945,2,Al Malaz,5198.0,2,5960.0,3,8531.0,2,8593.0,2
C1180,24.649343940772575,46.72101378846282,2683.158175789778,2,Al Malaz,2242.0,3,2498.0,3,2210.0,2,2678.0,1
C1181,24.674202347481074,46.7396663160021,3316.866154345573,8,Al Malaz,3957.0,8,2691.0,9,2220.0,9,3814.0,8
C1182,24.67688418888027,46.71422324792995,5083.096968176862,2,Al Malaz,6227.0,2,6200.0,3,6511.0,2,5127.0,1
C1183,24.679070024763522,46.71788597894227,9113.79989922859,4,Al Malaz,10151.0,5,8925.0,5,8726.0,4,9087.0,4
C1184,24.646838595104708,46.724061840336276,15760.174550965156,3,Al Malaz,16482.0,4,16942.0,3,17846.0,2,16258.0,2
C1185,24.66399128848939,46.71820815926911,4211.044949943861,5,Al Malaz,4581.0,6,3103.0,4,4904.0,4,2885.0,6
C1186,24.6838305569925,46.73009611121214,1754.0325054887908,3,Al Malaz,1882.0,3,1425.0,3,1829.0,2,1586.0,3
C1187,24.639351749399363,46.71260023820446,8579.403563409665,9,Al Malaz,6387.0,8,8338.0,10,9161.0,10,7738.0,8
C1188,24.649440168332625,46.730975197653,3882.7565821862104,2,Al Malaz,3385.0,3,3087.0,1,4294.0,2,4841.0,2
C1189,24.639706838421702,46.72525954976273,4304.250610186865,2,Al Malaz,5063.0,1,5023.0,2,5313.0,2,4705.0,3
C1190,24.657239505418865,46.74744156336593,2516.4240838171036,4,Al Malaz,2958.0,4,2358.0,3,2700.0,5,2823.0,3
C1191,24.64978594616959,46.71654612526942,1823.420141355612,4,Al Malaz,1890.0,3,1858.0,3,2165.0,4,2004.0,3
C1192,24.651023361831818,46.73174039028037,17017.802693556026,2,Al Malaz,16253.0,2,17731.0,1,16282.0,2,16688.0,1
C1193,24.648744695606496,46.7336027708257,9008.819415561979,3,Al Malaz,8504.0,4,8779.0,4,8443.0,3,11236.0,2
C1194,24.66230523003612,46.716400299599286,2276.902801821682,3,Al Malaz,2096.0,3,2532.0,2,2306.0,4,2228.0,4
C1195,24.658012771751302,46.738527091538586,5174.988260366708,3,Al Malaz,4470.0,3,4640.0,3,5483.0,4,4162.0,4
C1196,24.64267680072344,46.72834822717419,4208.416836002281,3,Al Malaz,3012.0,4,4423.0,4,4544.0,2,4627.0,2
C1197,24.65693794246752,46.72703497054463,6159.055621834999,4,Al Malaz,6300.0,4,7234.0,4,7941.0,4,7262.0,3
C1198,24.65311305113231,46.71915247885879,4244.230748943621,3,Al Malaz,3964.0,3,4364.0,2,4774.0,4,4345.0,2
C1199,24.669396898505557,46.71094325558079,1112.9172989314393,2,Al Malaz,1079.0,3,1130.0,3,1124.0,3,1181.0,2
C1200,24.66119307228678,46.702242999199655,6609.607326340726,1,Al Malaz,8293.0,0,6260.0,0,8562.0,1,7583.0,0
C1201,24.64354800397635,46.71692093835221,4404.848241187625,6,Al Malaz,4795.0,7,4427.0,6,4621.0,7,5417.0,5
C1202,24.674860071126986,46.72369753662123,2376.0152741108222,5,Al Malaz,2131.0,5,2606.0,6,2503.0,5,2597.0,6
C1203,24.677270470655124,46.73214153811707,4767.200795211228,3,Al Malaz,5181.0,3,4577.0,3,5117.0,3,5967.0,4
C1204,24.664183391415232,46.73360829841125,761.1315774667556,0,Al Malaz,592.0,1,569.0,0,724.0,0,800.0,0
C1205,24.65084454051698,46.73117398708827,663.5083143527868,3,Al Malaz,767.0,3,677.0,3,556.0,4,870.0,3
C1206,24.668307208659908,46.72691978926051,8485.23639935424,7,Al Malaz,8823.0,7,8266.0,8,8654.0,7,6874.0,6
C1207,24.651550727201,46.70756158167283,11356.912205061724,3,Al Malaz,11040.0,3,12105.0,4,10838.0,2,13010.0,2
C1208,24.643390684747914,46.71156388321538,9748.620295410337,1,Al Malaz,10582.0,2,9770.0,1,8501.0,2,10242.0,0
C1209,24.669574622444475,46.75341641064879,6561.042372355804,5,Al Malaz,7982.0,5,8067.0,6,6680.0,4,6734.0,5
C1210,24.661679612886022,46.715666952665124,3281.9817753826883,5,Al Malaz,3059.0,5,2685.0,4,3186.0,4,2705.0,4
C1211,24.67076318783608,46.73592643047142,10138.017319685696,4,Al Malaz,8662.0,5,8643.0,3,9250.0,5,11804.0,5
C1212,24.672303599335883,46.720585595966305,3481.251168017612,5,Al Malaz,4575.0,6,3804.0,6,2564.0,6,3415.0,5
C1213,24.64720425890455,46.73881212004497,4189.316419860562,6,Al Malaz,4202.0,7,3535.0,5,4086.0,7,3627.0,7
C1214,24.67209707621259,46.720355436209864,10912.924358861766,7,Al Malaz,13339.0,6,11397.0,7,13764.0,6,10018.0,8
C1215,24.650206352307258,46.739550163977825,1727.8882314418113,3,Al Malaz,1556.0,2,1717.0,4,1956.0,4,1686.0,2
